text_id,text_content,text_clean,label,domain,template_id,word_count,avg_sentence_length,punct_density,exclaim_count,has_caps_word,has_emoji,has_casual_marker,avg_word_length,ttr,domain_academic,domain_news,domain_social
TXT_0001,can we talk about gene editing ethics for a sec because i feel like people are completely missing the point here. this is bigger than most realize,can we talk about gene editing ethics for a sec because i feel like people are completely missing the point here. this is bigger than most realize,human,social,43,27,13.5,0.037037037037037035,0,0,0,0,4.444444444444445,1.0,False,False,True
TXT_0002,update on election integrity concerns: it's complicated and anyone telling you otherwise is selling something. do your own research please,update on election integrity concerns: it's complicated and anyone telling you otherwise is selling something. do your own research please,human,social,57,20,10.0,0.1,0,0,0,0,5.95,1.0,False,False,True
TXT_0003,"Analysts are closely watching developments related to climate change adaptation strategies, noting that recent events mark a potential turning point. The situation underscores long-standing structural issues that have resisted easy solutions. Observers remain cautiously optimistic about prospects for reform.","Analysts are closely watching developments related to climate change adaptation strategies, noting that recent events mark a potential turning point. The situation underscores long-standing structural issues that have resisted easy solutions. Observers remain cautiously optimistic about prospects for reform.",ai,news,6,39,13.0,0.10256410256410256,0,0,0,0,6.948717948717949,0.9743589743589743,False,True,False
TXT_0004,"This paper examines genomic research breakthroughs through a critical lens,  drawing on empirical evidence gathered over a two-year period. The findings suggest that existing frameworks are insufficient to explain observed phenomena. We propose a revised model that accounts for contextual variability and systemic factors previously overlooked in the literature.","This paper examines genomic research breakthroughs through a critical lens, drawing on empirical evidence gathered over a two-year period. The findings suggest that existing frameworks are insufficient to explain observed phenomena. We propose a revised model that accounts for contextual variability and systemic factors previously overlooked in the literature.",human,academic,37,49,16.3,0.08163265306122448,0,0,0,0,6.408163265306122,0.9183673469387755,True,False,False
TXT_0005,"Existing literature on student debt crisis has predominantly relied on cross-sectional designs, limiting causal inference. The present research addresses this gap through a prospective cohort study spanning three years. Preliminary results indicate a statistically significant association (p < 0.05) between key variables.","Existing literature on student debt crisis has predominantly relied on cross-sectional designs, limiting causal inference. The present research addresses this gap through a prospective cohort study spanning three years. Preliminary results indicate a statistically significant association (p < 0.05) between key variables.",ai,academic,11,42,10.8,0.11904761904761904,0,0,0,0,6.690476190476191,0.9523809523809523,True,False,False
TXT_0006,"The concept of biodiversity loss occupies a contested space within contemporary scholarly discourse. Divergent theoretical frameworks have produced inconsistent empirical findings, underscoring the need for methodological standardization. This paper proposes an integrative framework to reconcile competing interpretations.","The concept of biodiversity loss occupies a contested space within contemporary scholarly discourse. Divergent theoretical frameworks have produced inconsistent empirical findings, underscoring the need for methodological standardization. This paper proposes an integrative framework to reconcile competing interpretations.",ai,academic,29,37,12.3,0.10810810810810811,0,0,0,0,7.756756756756757,0.972972972972973,True,False,False
TXT_0007,"The relationship between supply chain disruptions and broader societal outcomes remains poorly understood despite growing interest in the field. This study contributes to the literature by analyzing a dataset of 1,200 cases across five geographic regions. Results indicate statistically significant correlations, though causality cannot be established from observational data alone.","The relationship between supply chain disruptions and broader societal outcomes remains poorly understood despite growing interest in the field. This study contributes to the literature by analyzing a dataset of 1,200 cases across five geographic regions. Results indicate statistically significant correlations, though causality cannot be established from observational data alone.",human,academic,34,50,16.7,0.1,0,0,0,0,6.66,0.96,True,False,False
TXT_0008,"breaking: autonomous vehicle safety. Sources close to the matter told reporters the situation developed rapidly over the past 48 hours. No official statement has been released, though a press conference is expected later today.","breaking: autonomous vehicle safety. Sources close to the matter told reporters the situation developed rapidly over the past 48 hours. No official statement has been released, though a press conference is expected later today.",human,news,42,34,11.3,0.14705882352941177,0,0,0,0,5.705882352941177,0.9411764705882353,False,True,False
TXT_0009,Local authorities are responding to reports that public transit investment. Emergency services were alerted at approximately 9 AM. The incident is under investigation. Residents in nearby areas have been asked to remain indoors as a precaution.,Local authorities are responding to reports that public transit investment. Emergency services were alerted at approximately 9 AM. The incident is under investigation. Residents in nearby areas have been asked to remain indoors as a precaution.,human,news,14,36,9.0,0.1111111111111111,0,1,0,0,5.805555555555555,0.9722222222222222,False,True,False
TXT_0010,"This study investigates the multifaceted dimensions of climate change adaptation strategies, employing a mixed-methods approach to capture both quantitative patterns and qualitative nuances. The findings contribute to an evolving body of literature that challenges reductive theoretical models. Further longitudinal research is recommended to assess causal mechanisms.","This study investigates the multifaceted dimensions of climate change adaptation strategies, employing a mixed-methods approach to capture both quantitative patterns and qualitative nuances. The findings contribute to an evolving body of literature that challenges reductive theoretical models. Further longitudinal research is recommended to assess causal mechanisms.",ai,academic,39,46,15.3,0.08695652173913043,0,0,0,0,7.021739130434782,0.9130434782608695,True,False,False
TXT_0011,"Officials confirmed on Tuesday that space exploration milestones. The announcement came after weeks of speculation. Critics argue the move is premature, while supporters say it was long overdue. Public response has been divided along predictable lines.","Officials confirmed on Tuesday that space exploration milestones. The announcement came after weeks of speculation. Critics argue the move is premature, while supporters say it was long overdue. Public response has been divided along predictable lines.",human,news,23,36,9.0,0.1388888888888889,0,0,0,0,6.027777777777778,0.9722222222222222,False,True,False
TXT_0012,"Existing literature on gig economy labor rights has predominantly relied on cross-sectional designs, limiting causal inference. The present research addresses this gap through a prospective cohort study spanning three years. Preliminary results indicate a statistically significant association (p < 0.05) between key variables.","Existing literature on gig economy labor rights has predominantly relied on cross-sectional designs, limiting causal inference. The present research addresses this gap through a prospective cohort study spanning three years. Preliminary results indicate a statistically significant association (p < 0.05) between key variables.",ai,academic,11,43,11.0,0.11627906976744186,0,0,0,0,6.627906976744186,0.9534883720930233,True,False,False
TXT_0013,The discourse around urban housing shortages has become so exhausting. Can we please acknowledge the complexity here instead of reducing it to talking points?,The discourse around urban housing shortages has become so exhausting. Can we please acknowledge the complexity here instead of reducing it to talking points?,ai,social,31,24,12.0,0.08333333333333333,0,0,0,0,5.625,0.9583333333333334,False,False,True
TXT_0014,can we talk about urban housing shortages for a sec because i feel like people are completely missing the point here. this is bigger than most realize,can we talk about urban housing shortages for a sec because i feel like people are completely missing the point here. this is bigger than most realize,human,social,43,27,13.5,0.037037037037037035,0,0,0,0,4.592592592592593,1.0,False,False,True
TXT_0015,update on election integrity concerns: it's complicated and anyone telling you otherwise is selling something. do your own research please,update on election integrity concerns: it's complicated and anyone telling you otherwise is selling something. do your own research please,human,social,57,20,10.0,0.1,0,0,0,0,5.95,1.0,False,False,True
TXT_0016,Local authorities are responding to reports that remote work productivity. Emergency services were alerted at approximately 9 AM. The incident is under investigation. Residents in nearby areas have been asked to remain indoors as a precaution.,Local authorities are responding to reports that remote work productivity. Emergency services were alerted at approximately 9 AM. The incident is under investigation. Residents in nearby areas have been asked to remain indoors as a precaution.,human,news,14,36,9.0,0.1111111111111111,0,1,0,0,5.777777777777778,0.9722222222222222,False,True,False
TXT_0017,"This paper examines cryptocurrency market volatility through a critical lens,  drawing on empirical evidence gathered over a two-year period. The findings suggest that existing frameworks are insufficient to explain observed phenomena. We propose a revised model that accounts for contextual variability and systemic factors previously overlooked in the literature.","This paper examines cryptocurrency market volatility through a critical lens, drawing on empirical evidence gathered over a two-year period. The findings suggest that existing frameworks are insufficient to explain observed phenomena. We propose a revised model that accounts for contextual variability and systemic factors previously overlooked in the literature.",human,academic,37,49,16.3,0.08163265306122448,0,0,0,0,6.448979591836735,0.9183673469387755,True,False,False
TXT_0018,An investigation into autonomous vehicle safety has uncovered new details that challenge the official narrative. Documents obtained through a freedom of information request suggest the issue is more complex than initially reported. Several key witnesses have declined to comment.,An investigation into autonomous vehicle safety has uncovered new details that challenge the official narrative. Documents obtained through a freedom of information request suggest the issue is more complex than initially reported. Several key witnesses have declined to comment.,human,news,5,39,13.0,0.07692307692307693,0,0,0,0,6.17948717948718,0.9743589743589743,False,True,False
TXT_0019,"A growing body of research underscores the salience of genomic research breakthroughs as both an academic and practical concern. This paper synthesizes findings from 47 peer-reviewed studies published between 2018 and 2024, identifying converging themes and methodological limitations. The results have implications for theory development and applied practice.","A growing body of research underscores the salience of genomic research breakthroughs as both an academic and practical concern. This paper synthesizes findings from 47 peer-reviewed studies published between 2018 and 2024, identifying converging themes and methodological limitations. The results have implications for theory development and applied practice.",ai,academic,0,48,16.0,0.08333333333333333,0,0,0,0,6.520833333333333,0.875,True,False,False
TXT_0020,Recent scholarship on social media misinformation has largely focused on surface-level manifestations while neglecting underlying structural determinants. This article challenges dominant assumptions and calls for a more nuanced approach that integrates interdisciplinary perspectives. Implications for policy and practice are discussed in the concluding section.,Recent scholarship on social media misinformation has largely focused on surface-level manifestations while neglecting underlying structural determinants. This article challenges dominant assumptions and calls for a more nuanced approach that integrates interdisciplinary perspectives. Implications for policy and practice are discussed in the concluding section.,human,academic,27,44,14.7,0.06818181818181818,0,0,0,0,7.2727272727272725,0.9318181818181818,True,False,False
TXT_0021,The theoretical underpinnings of algorithmic bias in hiring have evolved considerably over the past two decades. What began as a niche area of inquiry has grown into a robust field with competing schools of thought. This review synthesizes key debates and identifies gaps that warrant further empirical investigation.,The theoretical underpinnings of algorithmic bias in hiring have evolved considerably over the past two decades. What began as a niche area of inquiry has grown into a robust field with competing schools of thought. This review synthesizes key debates and identifies gaps that warrant further empirical investigation.,human,academic,35,48,16.0,0.0625,0,0,0,0,5.625,0.9166666666666666,True,False,False
TXT_0022,"A growing body of research underscores the salience of supply chain disruptions as both an academic and practical concern. This paper synthesizes findings from 47 peer-reviewed studies published between 2018 and 2024, identifying converging themes and methodological limitations. The results have implications for theory development and applied practice.","A growing body of research underscores the salience of supply chain disruptions as both an academic and practical concern. This paper synthesizes findings from 47 peer-reviewed studies published between 2018 and 2024, identifying converging themes and methodological limitations. The results have implications for theory development and applied practice.",ai,academic,0,48,16.0,0.08333333333333333,0,0,0,0,6.395833333333333,0.8958333333333334,True,False,False
TXT_0023,"Officials confirmed on Wednesday that autonomous vehicle safety. The announcement came after weeks of speculation. Critics argue the move is premature, while supporters say it was long overdue. Public response has been divided along predictable lines.","Officials confirmed on Wednesday that autonomous vehicle safety. The announcement came after weeks of speculation. Critics argue the move is premature, while supporters say it was long overdue. Public response has been divided along predictable lines.",human,news,25,36,9.0,0.1388888888888889,0,0,0,0,6.0,0.9722222222222222,False,True,False
TXT_0024,Concerns over nuclear energy policy continue to mount as new evidence emerges. A coalition of researchers has issued an open letter urging immediate action. The debate reflects deeper tensions about resource allocation and long-term planning.,Concerns over nuclear energy policy continue to mount as new evidence emerges. A coalition of researchers has issued an open letter urging immediate action. The debate reflects deeper tensions about resource allocation and long-term planning.,ai,news,10,35,11.7,0.08571428571428572,0,0,0,0,5.942857142857143,1.0,False,True,False
TXT_0025,update on cybersecurity threats to infrastructure: it's complicated and anyone telling you otherwise is selling something. do your own research please,update on cybersecurity threats to infrastructure: it's complicated and anyone telling you otherwise is selling something. do your own research please,human,social,57,21,10.5,0.09523809523809523,0,0,0,0,6.190476190476191,1.0,False,False,True
TXT_0026,An investigation into education reform debates has uncovered new details that challenge the official narrative. Documents obtained through a freedom of information request suggest the issue is more complex than initially reported. Several key witnesses have declined to comment.,An investigation into education reform debates has uncovered new details that challenge the official narrative. Documents obtained through a freedom of information request suggest the issue is more complex than initially reported. Several key witnesses have declined to comment.,human,news,5,39,13.0,0.07692307692307693,0,0,0,0,6.153846153846154,0.9743589743589743,False,True,False
TXT_0027,Just came across an article on genomic research breakthroughs and it's really making me reconsider some of my assumptions. Highly recommend giving it a read if you haven't already.,Just came across an article on genomic research breakthroughs and it's really making me reconsider some of my assumptions. Highly recommend giving it a read if you haven't already.,ai,social,13,29,14.5,0.06896551724137931,0,0,0,0,5.241379310344827,1.0,False,False,True
TXT_0028,"The relationship between climate change adaptation strategies and broader societal outcomes remains poorly understood despite growing interest in the field. This study contributes to the literature by analyzing a dataset of 1,200 cases across five geographic regions. Results indicate statistically significant correlations, though causality cannot be established from observational data alone.","The relationship between climate change adaptation strategies and broader societal outcomes remains poorly understood despite growing interest in the field. This study contributes to the literature by analyzing a dataset of 1,200 cases across five geographic regions. Results indicate statistically significant correlations, though causality cannot be established from observational data alone.",human,academic,34,51,17.0,0.09803921568627451,0,0,0,0,6.745098039215686,0.9607843137254902,True,False,False
